distance,lat,lon,alt,speed,acc,dir,rsrp,rsrq,sinr,cqi,ta,ci,payload,throughput,rtt,region,hour,weekday
6233.32,51.46971447,7.47868088,170.1,0.0,0.0,87.18,-92,-9,7,8,9,29913344,9.0,17.66,43,suburban,15,Monday
6281.86,51.469870799999995,7.47964106,170.53,10.21,0.78,74.18,-88,-6,10,10,8,26378497,8.0,36.3843,46,suburban,15,Monday
6435.12,51.47022939,7.48161879,175.11,8.62,4.99,141.46,-88,-10,-1,7,8,26378497,10.0,16.8883,40,suburban,15,Monday
6594.37,51.468812299999996,7.48225798,172.82,14.51,0.0,167.22,-92,-7,4,8,8,26378497,10.0,9.628110000000001,61,suburban,15,Monday
6682.9,51.46803461,7.48259119,174.55,14.64,0.0,166.05,-93,-12,-2,7,8,26378497,5.0,9.28074,38,suburban,15,Monday
6786.33,51.46699548,7.48275983,172.35,14.71,2.57,179.5,-93,-6,11,14,7,29913344,3.0,15.3649,39,suburban,15,Monday
6912.21,51.46600572,7.48231628,170.26,14.59,0.0,200.14,-85,-6,9,12,7,29913344,0.5,8.88889,37,suburban,15,Monday
7120.29,51.464187700000004,7.48114281,171.41,14.8,-0.76,197.97,-86,-7,10,15,7,29913344,8.0,16.7102,36,suburban,15,Monday
7232.3,51.4632381,7.48068868,172.92,14.16,0.89,196.59,-83,-6,25,15,2,29913346,4.0,17.3254,45,suburban,15,Monday
7344.32,51.46232405,7.48029753,176.22,2.71,-1.48,193.09,-73,-6,27,15,2,29913346,4.0,16.1616,45,suburban,15,Monday
7353.69,51.46222173,7.48025483,176.53,0.0,0.0,197.12,-85,-6,14,9,2,29913346,9.0,22.7992,36,suburban,15,Monday
7391.52,51.46199527,7.48071471,177.51,9.04,0.0,91.48,-90,-6,13,8,2,29913346,8.0,19.4057,40,suburban,15,Monday
7520.76,51.46198028,7.4826447,175.41,10.92,0.33,91.24,-88,-8,16,12,2,29913346,9.0,15.2381,60,suburban,15,Monday
7609.16,51.46196115,7.48379723,172.45,3.76,-9.77,92.27,-82,-8,19,14,2,29913345,5.0,13.8648,40,suburban,15,Monday
7698.93,51.4612383,7.48448159,182.76,13.46,0.34,168.76,-82,-9,17,10,2,29913345,9.0,22.4649,37,suburban,15,Monday
7835.03,51.46000584,7.48451242,195.11,12.72,0.0,187.12,-91,-9,11,9,2,29913345,4.0,9.35126,40,suburban,15,Monday
7927.15,51.4591811,7.48422154,196.96,12.27,0.0,192.35,-101,-9,5,8,2,29913345,1.0,5.35117,45,suburban,15,Monday
8080.24,51.45771203,7.48371742,208.84,11.8,-0.04,192.29,-103,-12,-2,4,2,29913345,10.0,13.8169,39,suburban,15,Monday
8132.82,51.45726348,7.48356908,211.38,13.48,1.15,192.67,-96,-8,10,8,7,28371200,0.1,4.678380000000001,41,suburban,15,Monday
8360.88,51.45514272,7.48330962,219.14,15.04,0.29,175.63,-92,-11,10,9,7,28371200,6.0,8.87082,41,suburban,15,Monday
8461.41,51.45431733,7.48372298,225.0,16.12,0.0,159.41,-90,-5,21,15,6,28371202,8.0,28.2561,47,suburban,15,Monday
8621.28,51.45320733,7.48525735,232.41,14.36,0.0,132.2,-90,-5,16,10,6,28371202,9.0,30.0626,64,suburban,15,Monday
127.99,51.49052205,7.41418703,155.33,14.69,0.0,77.75,-88,-5,10,14,7,26385408,7.0,27.3038,36,suburban,14,Tuesday
279.57,51.490626899999995,7.41643742,156.51,12.69,-0.64,95.67,-82,-6,-4,6,4,29391105,8.0,22.0766,57,suburban,14,Tuesday
374.07,51.49005385,7.41733384,153.36,13.22,3.27,167.86,-77,-5,29,11,4,29391105,3.0,9.864360000000001,49,suburban,14,Tuesday
500.88,51.48899434,7.4177138,152.62,15.01,0.0,171.04,-90,-8,23,11,4,29391105,0.5,3.3898300000000003,55,suburban,14,Tuesday
666.3,51.48743772,7.41783427,149.41,15.45,-0.45,157.61,-93,-8,18,10,4,29391105,0.5,2.457,46,suburban,14,Tuesday
844.64,51.4860725,7.41859211,141.59,12.74,0.0,195.79,-102,-9,4,8,10,28365056,5.0,10.4685,66,suburban,14,Tuesday
976.86,51.484934100000004,7.41896866,147.99,11.58,0.07,176.83,-98,-8,6,12,10,28365056,10.0,16.7785,59,suburban,14,Tuesday
1085.14,51.48400267,7.41855151,149.31,14.72,0.0,207.67,-99,-9,1,5,8,28365056,5.0,12.5707,50,suburban,14,Tuesday
1224.21,51.48291346,7.41743045,149.76,14.09,-0.22,206.84,-99,-9,6,9,8,28365056,1.0,2.76625,38,suburban,14,Tuesday
1376.97,51.48169383,7.4166928,155.23,6.98,0.0,201.6,-98,-11,4,6,8,28365056,5.0,9.90099,66,suburban,14,Tuesday
1390.81,51.48160897,7.41663655,155.69,0.0,0.0,200.54,-89,-10,2,6,8,28365056,0.1,3.7037199999999997,51,suburban,14,Tuesday
1420.4,51.48140292,7.41693462,154.86,10.91,1.61,85.11,-85,-8,1,9,5,28365057,3.0,11.988,36,suburban,14,Tuesday
1583.94,51.48159119,7.41935936,149.28,17.43,0.0,85.05,-90,-9,3,8,5,28365057,5.0,12.8246,44,suburban,14,Tuesday
1744.69,51.48172968,7.42168217,143.19,18.38,0.0,79.9,-87,-9,0,7,5,28365057,1.0,3.9960000000000004,45,suburban,14,Tuesday
2040.99,51.48229363,7.42580966,132.5,16.53,0.0,77.51,-100,-12,1,8,5,28365057,8.0,6.930160000000001,113,suburban,14,Tuesday
2133.99,51.48247513,7.42714175,137.29,12.72,0.0,79.24,-101,-11,-1,6,16,28368386,10.0,15.5854,43,suburban,14,Tuesday
2176.85,51.48254459,7.42776778,139.08,3.33,-0.28,79.68,-97,-10,1,9,16,28368386,0.5,7.70713,55,suburban,14,Tuesday
2369.62,51.48238819,7.43069303,143.9,12.79,0.0,97.11,-97,-11,0,8,16,28368386,6.0,5.75126,38,suburban,14,Tuesday
2479.96,51.48222668,7.4323992,148.71,13.55,-0.65,96.87,-95,-10,1,6,6,28367106,10.0,11.7699,157,suburban,14,Tuesday
2590.84,51.48212828,7.43389326,151.41,11.85,0.0,96.89,-84,-6,12,10,12,28368386,4.0,6.19315,52,suburban,14,Tuesday
2691.95,51.48202765,7.43548235,153.21,10.06,0.13,98.2,-97,-9,9,7,4,28367106,7.0,12.3839,36,suburban,14,Tuesday
2776.83,51.4819469,7.43663655,152.06,8.9,0.0,95.68,-95,-10,3,5,4,28367105,7.0,17.9143,44,suburban,14,Tuesday
2928.01,51.48174465,7.43890398,152.31,6.54,-0.14,97.34,-86,-6,14,10,4,28367105,9.0,19.407,37,suburban,14,Tuesday
2994.08,51.48169763,7.43980555,155.92,9.28,0.0,95.24,-91,-7,11,9,9,28368386,4.0,14.6453,82,suburban,14,Tuesday
3137.21,51.48140522,7.44184046,161.39,11.91,-0.35,122.95,-94,-8,11,8,9,28368386,7.0,9.69697,45,suburban,14,Tuesday
3234.32,51.48078644,7.44278019,163.71,13.97,0.0,134.25,-95,-7,10,6,7,28367105,8.0,19.3295,85,suburban,14,Tuesday
3446.54,51.4790719,7.44414917,162.14,16.53,0.0,151.5,-96,-9,3,5,7,28367105,8.0,7.916869999999999,37,suburban,14,Tuesday
3623.17,51.47770668,7.44534869,165.28,14.99,0.0,151.71,-103,-12,0,5,7,28368386,3.0,2.60332,56,suburban,14,Tuesday
3705.71,51.47701665,7.44595233,165.3,13.9,-0.35,151.18,-103,-12,-4,7,13,29568768,9.0,14.4029,34,suburban,14,Tuesday
3786.7,51.47640859,7.44648614,166.01,10.6,0.0,152.06,-92,-6,3,6,11,29568768,1.0,6.38978,36,suburban,14,Tuesday
3852.74,51.47591767,7.44691611,166.52,0.46,0.0,151.81,-80,-5,16,10,11,29568768,10.0,23.8521,37,suburban,14,Tuesday
3910.35,51.47544277,7.44734619,164.72,9.35,0.0,149.18,-87,-6,12,9,11,29568768,9.0,22.188000000000002,38,suburban,14,Tuesday
4016.44,51.47466596,7.44818641,164.64,8.17,0.0,141.68,-97,-8,22,7,7,28368384,5.0,9.7371,39,suburban,14,Tuesday
4059.31,51.47437203,7.44856818,165.3,7.56,0.0,140.32,-96,-6,11,8,8,29568768,0.5,9.63855,37,suburban,14,Tuesday
4187.7,51.47349263,7.44989254,167.59,10.97,-0.17,131.63,-81,-5,17,15,8,29568768,9.0,23.976,37,suburban,14,Tuesday
4438.69,51.4725415,7.45322049,166.5,17.1,-0.51,106.06,-75,-4,25,15,8,29568768,6.0,17.9038,94,suburban,14,Tuesday
4589.57,51.47218744,7.45532897,163.75,17.0,-0.2,108.94,-84,-5,25,15,8,29568768,4.0,19.1045,51,suburban,14,Tuesday
4748.14,51.47163622,7.45735733,161.14,16.56,-0.18,115.62,-81,-5,21,1,8,29568768,1.0,8.537889999999999,37,suburban,14,Tuesday
4881.48,51.47114392,7.45892306,159.46,0.94,0.0,118.27,-90,-7,13,7,8,29568768,10.0,25.8398,37,suburban,14,Tuesday
4882.38,51.47114392,7.45892306,159.36,0.0,0.0,118.27,-93,-8,8,11,8,29568768,0.5,6.993010000000001,69,suburban,14,Tuesday
4882.38,51.47114392,7.45892306,159.25,0.0,0.0,114.72,-92,-8,16,14,8,29568768,8.0,19.6802,38,suburban,14,Tuesday
4913.58,51.47095363,7.45955924,160.79,9.38,0.44,117.34,-97,-9,14,9,8,29568768,0.5,7.13012,35,suburban,14,Tuesday
5015.51,51.47062608,7.46084675,158.5,12.48,0.0,112.84,-100,-13,-1,5,8,29568768,0.1,6.7796899999999996,36,suburban,14,Tuesday
5376.14,51.46939911,7.46585976,158.38,15.78,-0.13,99.14,-98,-8,11,7,13,26378498,10.0,14.8148,48,suburban,14,Tuesday
5508.33,51.46944204,7.4676758,159.61,17.65,0.9,85.91,-103,-8,7,8,14,29401601,10.0,21.8043,37,suburban,14,Tuesday
5662.23,51.46967839,7.46976139,160.17,18.0,0.0,79.55,-103,-11,1,7,14,29401601,2.0,6.878760000000001,86,suburban,14,Tuesday
5851.01,51.46979102,7.47269156,165.82,18.23,-0.26,93.32,-100,-10,6,6,19,31263232,3.0,8.35073,37,suburban,14,Tuesday
6188.92,51.46951069,7.47745701,179.67,10.17,0.0,84.53,-102,-12,-4,6,22,30492930,3.0,5.63645,46,suburban,14,Tuesday
6258.82,51.46967083,7.47847644,177.92,4.13,-1.92,75.9,-97,-11,0,6,10,29913344,5.0,11.5141,36,suburban,14,Tuesday
6275.06,51.46969665,7.478639299999999,177.98,0.0,0.0,82.46,-89,-8,7,9,8,26378497,2.0,6.94746,51,suburban,14,Tuesday
6275.06,51.46969665,7.478639299999999,177.71,0.0,0.0,82.46,-90,-8,4,9,8,26378497,7.0,13.124,38,suburban,14,Tuesday
6402.47,51.47011261,7.48072706,174.01,13.99,-0.44,71.77,-80,-7,17,12,8,26378497,1.0,4.629630000000001,74,suburban,14,Tuesday
6513.42,51.46982319,7.48184149,178.47,14.45,2.45,163.07,-87,-6,10,10,8,26378497,4.0,11.6068,38,suburban,14,Tuesday
6642.93,51.46867452,7.48232729,180.06,14.47,-0.11,165.28,-94,-11,-3,4,8,26378497,1.0,4.5403,42,suburban,14,Tuesday
6785.03,51.46745007,7.48272226,177.76,9.27,2.71,171.92,-92,-7,9,8,7,29913344,9.0,19.3913,54,suburban,14,Tuesday
6862.87,51.46662683,7.48267881,176.13,13.92,-0.7,186.84,-95,-7,17,12,7,29913344,0.5,8.988760000000001,38,suburban,14,Tuesday
7045.56,51.46509715,7.48174504,169.66,14.54,0.09,200.5,-90,-6,13,11,7,29913344,7.0,20.5882,39,suburban,14,Tuesday
7182.79,51.46391614,7.48105015,172.18,13.16,0.17,196.53,-87,-9,10,8,7,29913344,8.0,25.4574,36,suburban,14,Tuesday
7428.81,51.46201724,7.48044173,179.27,8.45,0.0,91.88,-82,-6,16,11,1,29913346,10.0,24.1546,54,suburban,14,Tuesday
7531.02,51.46197798,7.48211286,176.69,14.14,-0.26,92.15,-82,-6,23,15,1,29913346,5.0,23.2964,62,suburban,14,Tuesday
7647.02,51.46192689,7.48367726,179.8,12.55,0.0,95.14,-80,-8,19,12,2,29913345,0.1,4.73375,40,suburban,14,Tuesday
7781.88,51.46089269,7.48453196,185.01,15.01,-1.03,173.9,-85,-8,10,14,2,29913345,6.0,19.7287,36,suburban,14,Tuesday
7973.49,51.45916099,7.48420498,196.02,15.15,-0.8,192.3,-95,-9,7,9,2,29913345,3.0,5.01253,104,suburban,14,Tuesday
8129.9,51.45783533,7.48368691,203.87,14.28,0.0,194.23,-103,-11,2,5,2,29913345,4.0,6.01165,44,suburban,14,Tuesday
8207.39,51.45695877,7.48341127,209.38,17.31,-0.88,192.2,-95,-9,13,8,7,28371200,0.5,8.65801,37,suburban,14,Tuesday
8421.45,51.45505331,7.48333344,220.99,17.02,0.68,172.87,-89,-11,7,9,7,28371200,7.0,16.157,36,suburban,14,Tuesday
8590.95,51.45375399,7.48430629,226.23,17.24,0.0,144.41,-94,-7,9,8,5,28371202,10.0,23.76,37,suburban,14,Tuesday
8910.15,51.4514124,7.48749435,246.73,15.56,-2.09,156.35,-87,-6,9,13,5,28371202,7.0,16.5779,100,suburban,14,Tuesday
128.1,51.4905811,7.41438031,163.87,15.11,0.0,77.42,-87,-5,13,2,7,26385408,2.0,10.7023,33,suburban,14,Wednesday
388.7,51.48985864,7.41744018,151.21,14.33,0.0,164.39,-83,-8,29,9,4,29391105,6.0,19.3783,51,suburban,14,Wednesday
711.62,51.48707972,7.41823058,145.52,15.62,0.0,137.72,-102,-10,0,5,4,29391105,6.0,17.5889,50,suburban,14,Wednesday
815.79,51.48619766,7.41864673,139.32,11.36,-0.7,196.95,-100,-7,9,11,10,28365056,0.1,3.66974,132,suburban,14,Wednesday
982.05,51.48483071,7.41898991,148.29,11.92,0.0,176.71,-100,-9,6,7,10,28365056,1.0,1.37907,91,suburban,14,Wednesday
1315.82,51.48206756,7.4168498,148.67,12.77,-0.54,199.63,-100,-10,7,9,8,28365056,0.1,4.25534,76,suburban,14,Wednesday
1378.81,51.48162588,7.41660804,149.95,0.0,0.0,200.32,-90,-9,8,6,8,28365056,5.0,11.1576,46,suburban,14,Wednesday
1378.81,51.48162588,7.41660804,150.06,0.0,0.0,200.32,-89,-10,8,6,8,28365056,6.0,18.1956,58,suburban,14,Wednesday
1378.81,51.48162588,7.41660804,150.22,0.0,0.0,200.32,-90,-10,3,8,8,28365056,1.0,4.86914,58,suburban,14,Wednesday
1404.56,51.48141765,7.4169345,154.84,10.01,1.46,93.14,-92,-13,-2,7,8,28365056,7.0,18.0006,40,suburban,14,Wednesday
1729.36,51.48173622,7.4216182,141.0,18.85,0.0,79.25,-93,-12,0,5,8,28365057,3.0,6.64452,82,suburban,14,Wednesday
1903.06,51.48207919,7.42402413,133.27,17.75,0.0,78.38,-97,-10,-4,6,8,28365057,1.0,3.14837,252,suburban,14,Wednesday
2046.88,51.48237222,7.426157300000001,130.57,13.84,-0.09,78.2,-101,-10,2,7,16,28368386,0.5,1.71013,37,suburban,14,Wednesday
2200.6,51.48260086,7.42828918,137.35,0.0,0.0,87.59,-97,-11,1,5,16,28368386,3.0,2.95676,37,suburban,14,Wednesday
2200.6,51.48260086,7.42828918,137.53,0.0,0.0,87.59,-96,-11,-1,8,16,28368386,3.0,2.91227,38,suburban,14,Wednesday
2200.6,51.48260086,7.42828918,137.6,0.0,0.0,87.59,-96,-12,-2,7,16,28368386,7.0,12.684000000000001,37,suburban,14,Wednesday
2217.78,51.48259428,7.42868188,139.64,8.26,0.0,90.62,-96,-12,0,8,16,28368386,1.0,3.03375,45,suburban,14,Wednesday
2350.58,51.48241473,7.43064404,144.05,2.38,0.0,96.97,-105,-12,-1,6,15,29563904,10.0,9.28613,40,suburban,14,Wednesday
2366.88,51.48239821,7.43089374,145.04,2.5,-0.89,107.67,-91,-11,3,9,6,28367106,5.0,9.324010000000001,38,suburban,14,Wednesday
2371.92,51.48237366,7.4309447,145.16,0.0,0.0,105.92,-94,-6,14,12,6,28367106,0.1,6.666689999999999,47,suburban,14,Wednesday
2371.92,51.48237366,7.4309447,144.78,0.0,0.0,105.92,-91,-6,25,12,6,28367106,9.0,20.2532,59,suburban,14,Wednesday
2403.18,51.48231137,7.4316189,144.9,8.35,0.0,96.63,-92,-11,1,8,6,28367106,0.5,7.88955,38,suburban,14,Wednesday
2514.99,51.48218,7.43319049,146.29,10.96,0.0,96.21,-91,-11,1,8,6,28367106,7.0,20.3859,36,suburban,14,Wednesday
2625.31,51.48207739,7.43484249,149.82,9.21,-0.33,98.45,-95,-12,-2,4,6,28367106,6.0,15.3895,37,suburban,14,Wednesday
2756.89,51.48195232,7.436800999999999,151.82,11.33,0.67,96.95,-96,-11,-2,6,10,28368386,8.0,10.6048,102,suburban,14,Wednesday
2814.99,51.48189731,7.43766417,154.1,7.32,-0.57,99.46,-93,-8,7,9,4,28367105,4.0,16.219,37,suburban,14,Wednesday
2909.06,51.48178761,7.43891048,153.02,9.28,0.0,94.23,-89,-7,6,6,4,28367105,10.0,20.9974,37,suburban,14,Wednesday
3019.4,51.48171162,7.44051327,154.52,6.59,0.0,95.49,-91,-9,8,12,9,28368386,8.0,11.6491,37,suburban,14,Wednesday
3040.97,51.48169435,7.44084219,154.68,2.36,-0.47,98.18,-98,-11,7,9,9,28368386,0.1,7.20723,36,suburban,14,Wednesday
3046.05,51.48171582,7.44088998,155.14,0.0,0.0,98.18,-97,-9,8,8,9,28368386,6.0,20.0669,47,suburban,14,Wednesday
3079.17,51.48159931,7.44154443,160.02,9.19,1.36,120.68,-96,-10,7,7,9,28368386,3.0,3.29625,41,suburban,14,Wednesday
3129.87,51.48127537,7.44217387,159.77,11.96,0.83,131.66,-95,-10,4,11,9,28368386,3.0,10.5125,39,suburban,14,Wednesday
3348.04,51.47956188,7.44371277,161.1,16.93,0.12,152.83,-92,-6,7,9,7,28367105,6.0,5.80201,35,suburban,14,Wednesday
3514.18,51.47824043,7.44488554,162.37,16.81,-0.18,151.71,-100,-13,-4,6,7,28368386,2.0,1.98118,42,suburban,14,Wednesday
3621.3,51.47745961,7.44555782,162.38,16.4,0.0,151.47,-106,-11,-8,5,12,28367105,2.0,4.629630000000001,451,suburban,14,Wednesday
3739.97,51.47646052,7.44641945,163.48,15.27,0.0,151.72,-98,-8,3,8,7,28368384,4.0,15.6709,37,suburban,14,Wednesday
3864.07,51.47553312,7.44721038,164.47,13.54,0.0,151.04,-86,-5,20,15,11,29568768,0.5,7.60456,43,suburban,14,Wednesday
3991.04,51.47462041,7.44823242,164.99,4.97,0.0,141.23,-101,-9,7,7,8,28368384,3.0,9.852219999999999,54,suburban,14,Wednesday
4000.9,51.47457369,7.44829443,164.86,0.0,0.0,142.42,-98,-9,2,6,8,28368384,2.0,3.17334,101,suburban,14,Wednesday
4000.9,51.47457369,7.44829443,164.74,0.0,0.0,142.42,-98,-8,5,7,8,28368384,3.0,4.28801,54,suburban,14,Wednesday
4000.9,51.47457369,7.44829443,164.66,0.0,0.0,142.42,-99,-8,6,5,8,28368384,3.0,5.75678,44,suburban,14,Wednesday
4000.9,51.47453405,7.44837368,164.82,0.0,0.0,132.63,-99,-8,6,9,8,28368384,7.0,4.54361,90,suburban,14,Wednesday
4051.78,51.4741099,7.44895588,165.22,11.16,1.37,138.44,-93,-7,8,8,8,28368384,0.1,5.673780000000001,40,suburban,14,Wednesday
4205.16,51.47320842,7.45061585,165.14,11.23,0.86,125.01,-83,-5,36,15,7,29568768,9.0,23.3918,36,suburban,14,Wednesday
4345.9,51.47269382,7.45252392,165.84,17.85,-0.3,108.11,-83,-5,25,15,7,29568768,7.0,25.1799,40,suburban,14,Wednesday
4512.43,51.47232324,7.45478998,162.73,15.24,-0.22,106.8,-83,-6,19,11,7,29568768,8.0,27.6697,37,suburban,14,Wednesday
4644.25,51.47194158,7.45644102,161.8,12.67,0.0,113.7,-87,-5,25,12,7,29568768,10.0,41.7755,38,suburban,14,Wednesday
4788.71,51.47130316,7.45842485,156.45,11.06,-1.33,115.99,-91,-7,22,9,7,29568768,10.0,26.1609,43,suburban,14,Wednesday
4855.99,51.47105953,7.45921205,154.34,4.68,-1.48,116.03,-97,-9,13,11,7,29568768,0.1,3.05345,84,suburban,14,Wednesday
4868.66,51.47101549,7.45932698,154.23,0.0,0.0,118.76,-93,-9,17,9,7,29568768,8.0,14.1593,36,suburban,14,Wednesday
4868.66,51.47101549,7.45932698,154.13,0.0,0.0,118.76,-99,-10,16,8,7,29568768,3.0,8.179960000000001,93,suburban,14,Wednesday
4868.66,51.47101549,7.45932698,154.13,0.0,0.0,118.76,-94,-9,22,10,7,29568768,4.0,13.1579,102,suburban,14,Wednesday
4881.71,51.4709006,7.4597345,156.01,9.44,2.02,114.42,-97,-10,17,6,7,29568768,4.0,14.1907,49,suburban,14,Wednesday
5065.6,51.47025202,7.46211386,155.25,14.21,0.0,114.84,-92,-8,1,6,6,29568769,7.0,9.73744,39,suburban,14,Wednesday
5146.95,51.46994676,7.46314387,154.67,12.97,0.0,115.65,-99,-10,2,7,13,26378498,1.0,4.15369,37,suburban,14,Wednesday
5268.84,51.46954594,7.46494596,156.26,13.32,-0.03,104.5,-99,-9,2,6,13,26378498,1.0,7.04846,37,suburban,14,Wednesday
5458.11,51.46948142,7.46769969,155.45,16.97,0.66,85.92,-98,-9,5,7,14,29401601,10.0,19.3564,40,suburban,14,Wednesday
5643.67,51.46974511,7.47037225,155.25,19.59,0.0,81.37,-107,-11,3,8,14,29401601,6.0,10.6833,73,suburban,14,Wednesday
5810.03,51.46979145,7.47279538,159.93,18.93,-0.58,94.33,-102,-9,0,5,20,31263232,8.0,19.3353,37,suburban,14,Wednesday
6067.26,51.46952963,7.47647021,171.12,12.88,-0.64,90.08,-103,-12,1,4,20,31263232,3.0,2.8708099999999996,39,suburban,14,Wednesday
6104.63,51.46953894,7.47699682,172.39,12.9,0.5,87.38,-104,-14,-5,5,22,30492930,0.5,2.96296,39,suburban,14,Wednesday
6233.52,51.46976351,7.47882068,171.74,6.15,-1.75,75.74,-94,-12,-3,6,10,29913344,3.0,7.8457,38,suburban,14,Wednesday
6254.87,51.46981356,7.47905945,171.19,0.0,0.0,74.34,-88,-6,13,9,8,26378497,10.0,22.791999999999998,52,suburban,14,Wednesday
6269.27,51.46986419,7.479474400000001,169.18,8.29,0.0,74.37,-88,-7,13,10,8,26378497,2.0,9.98129,41,suburban,14,Wednesday
6376.8,51.47016371,7.48089515,168.53,14.03,0.0,71.32,-86,-7,4,8,8,26378497,1.0,9.411760000000001,54,suburban,15,Wednesday
6562.18,51.46908081,7.48214919,172.9,14.03,0.0,166.6,-91,-8,2,7,8,26378497,9.0,10.5789,35,suburban,15,Wednesday
6607.21,51.46860648,7.48231169,173.79,12.54,-0.35,166.03,-94,-8,5,9,7,29913344,0.1,3.43349,43,suburban,15,Wednesday
6746.06,51.4674405,7.48272504,173.84,11.4,0.0,172.95,-94,-7,5,8,7,29913344,7.0,21.6383,37,suburban,15,Wednesday
6890.98,51.46604375,7.48235926,171.09,15.4,-0.59,200.04,-91,-7,7,8,7,29913344,3.0,11.3314,42,suburban,15,Wednesday
7060.37,51.464628999999995,7.48139728,166.52,15.29,-0.22,199.11,-81,-6,11,15,7,29913344,4.0,10.0597,92,suburban,15,Wednesday
7208.24,51.46343295,7.48080034,169.69,14.97,0.0,196.14,-81,-6,16,15,2,29913346,10.0,29.3686,37,suburban,15,Wednesday
7316.94,51.46249711,7.48039516,170.59,5.6,0.0,197.01,-70,-5,27,15,2,29913346,10.0,32.9218,46,suburban,15,Wednesday
7343.8,51.4622858,7.48030251,171.04,1.58,0.0,193.82,-83,-6,25,11,2,29913346,7.0,34.7395,38,suburban,15,Wednesday
7345.67,51.46227902,7.48029815,171.05,0.0,0.0,193.82,-85,-5,23,11,2,29913346,2.0,7.87789,85,suburban,15,Wednesday
7345.67,51.46227902,7.48029815,171.02,0.0,0.0,193.82,-86,-7,22,12,2,29913346,3.0,9.89691,48,suburban,15,Wednesday
7345.67,51.46227902,7.48029815,170.96,0.0,0.0,193.82,-86,-6,21,15,2,29913346,2.0,7.76699,79,suburban,15,Wednesday
7354.42,51.46209951,7.48020923,171.42,0.83,-0.36,195.52,-85,-7,23,10,2,29913346,5.0,19.1388,35,suburban,15,Wednesday
7366.09,51.46203378,7.48043621,172.92,9.3,3.03,94.06,-88,-6,18,11,2,29913346,0.1,5.4422,37,suburban,15,Wednesday
7505.27,51.46200202,7.48247656,173.93,14.01,0.06,92.66,-73,-7,12,7,2,29913346,1.0,6.08828,39,suburban,15,Wednesday
7633.71,51.46190465,7.48424634,179.18,7.57,-0.27,124.81,-93,-6,18,11,2,29913345,4.0,15.2818,45,suburban,15,Wednesday
7734.22,51.46090568,7.48455209,184.08,15.85,0.63,173.69,-85,-8,19,1,2,29913345,0.1,7.61908,54,suburban,15,Wednesday
7888.14,51.45945798,7.4843304,192.11,15.9,0.06,189.22,-100,-11,3,5,2,29913345,0.1,4.1885,80,suburban,15,Wednesday
8082.26,51.45771941,7.48370726,204.33,15.84,0.0,192.38,-101,-11,-3,5,2,29913345,1.0,3.5698300000000005,54,suburban,15,Wednesday
8264.09,51.456089299999995,7.48323743,215.16,16.36,0.43,187.23,-95,-11,7,8,7,28371200,3.0,7.29483,37,suburban,15,Wednesday
8439.36,51.45458269,7.48352918,223.58,17.66,0.0,165.07,-92,-9,6,8,5,28371202,10.0,22.5543,44,suburban,15,Wednesday
8596.68,51.45338467,7.48486929,230.22,17.62,0.0,134.8,-94,-7,9,11,5,28371202,7.0,21.374000000000002,37,suburban,15,Wednesday
8777.25,51.45220427,7.4868445999999995,234.26,17.27,0.83,144.1,-83,-6,19,15,5,28371202,10.0,25.4291,39,suburban,15,Wednesday
139.01,51.51045345,7.47038903,149.88,14.12,0.0,55.71,-97,-8,0,2,4,26379013,2.0,6.4724900000000005,39,urban,13,Thursday
271.98,51.51132557,7.47166369,147.06,13.99,0.0,39.85,-87,-6,22,14,4,27256325,4.0,16.6061,36,urban,13,Thursday
390.15,51.51221751,7.47270911,146.58,6.34,0.0,30.97,-82,-6,22,14,4,27256325,7.0,21.0526,36,urban,13,Thursday
404.0,51.51232811,7.47273814,146.56,0.0,0.0,4.22,-87,-5,20,12,4,27256325,7.0,21.7138,68,urban,13,Thursday
404.0,51.51232811,7.47273814,146.98,0.0,0.0,4.22,-86,-5,16,15,4,27256325,0.1,6.01506,37,urban,13,Thursday
465.83,51.51301127,7.47285863,155.68,9.62,0.0,4.02,-91,-6,13,9,4,27256325,1.0,4.58453,129,urban,13,Thursday
581.04,51.51410078,7.47299943,171.11,10.94,0.0,1.55,-86,-7,8,6,7,27299331,7.0,23.6887,45,urban,13,Thursday
659.59,51.51475064,7.4730179,160.48,1.82,0.0,4.58,-91,-6,19,14,9,29398276,5.0,16.6528,45,urban,13,Thursday
662.24,51.5147651,7.47301915,159.78,0.0,0.0,4.91,-89,-6,23,15,9,29398276,10.0,17.6913,64,urban,13,Thursday
662.24,51.5147651,7.47301915,158.17,0.0,0.0,4.57,-90,-5,13,11,9,29398276,0.5,8.92857,38,urban,13,Thursday
781.76,51.51598906,7.47253928,138.08,12.26,0.0,331.97,-91,-6,13,10,9,29398276,3.0,6.98283,37,urban,13,Thursday
913.6,51.51663322,7.47111619,132.17,12.46,0.0,295.91,-96,-6,12,11,9,29398276,9.0,18.136,38,urban,13,Thursday
1038.97,51.51706746,7.46930362,130.71,13.79,0.0,289.62,-91,-6,12,9,9,29398276,9.0,21.101999999999997,38,urban,13,Thursday
1145.51,51.51739715,7.46790577,130.01,7.26,0.0,294.94,-91,-6,10,9,9,29398276,8.0,25.4372,38,urban,13,Thursday
1196.1,51.51762085,7.46720884,132.2,5.66,0.39,296.57,-95,-7,10,9,9,29398276,0.1,2.9304099999999997,43,urban,13,Thursday
